Timestamp,AlertTitle,Category,MitreTechniques,EntityType,EvidenceRole,DeviceName,OSFamily,OSVersion,IpAddress,AccountName,ThreatFamily,SuspicionLevel,LastVerdict,CountryCode,IncidentGrade,Hour,DayOfWeek
2024-06-08 15:02:31+00:00,66,SuspiciousActivity,Unknown,Ip,Related,153085,5,66,3335,453297,Unknown,Unknown,Unknown,242,TruePositive,15,5
2024-06-11 19:47:41+00:00,2,CommandAndControl,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,TruePositive,19,1
2024-06-06 20:11:39+00:00,3149,Exfiltration,Unknown,Ip,Related,153085,5,66,23952,453297,Unknown,Unknown,Unknown,242,FalsePositive,20,3
2024-06-13 10:18:40+00:00,5,InitialAccess,T1566,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,BenignPositive,10,3
2024-06-10 21:20:34+00:00,6338,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,21,0
2024-05-22 21:57:14+00:00,7,InitialAccess,T1133,Machine,Impacted,1260,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,21,2
2024-05-22 17:38:00+00:00,7,InitialAccess,T1133,Machine,Impacted,201,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,17,2
2024-05-24 19:06:34+00:00,7,InitialAccess,T1133,Machine,Impacted,709,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,19,4
2024-06-14 21:40:06+00:00,454,InitialAccess,Unknown,User,Impacted,153085,5,66,360606,200864,Unknown,Unknown,Unknown,242,BenignPositive,21,4
2024-06-13 07:44:55+00:00,3,InitialAccess,Unknown,Ip,Related,153085,5,66,9054,453297,Unknown,Unknown,Unknown,7,TruePositive,7,3
2024-06-04 06:46:45+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonSession,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,6,1
2024-06-05 15:45:18+00:00,37,Exfiltration,Unknown,User,Impacted,153085,5,66,360606,7250,Unknown,Unknown,Unknown,242,BenignPositive,15,2
2024-06-12 11:27:48+00:00,2,CommandAndControl,Unknown,Process,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,TruePositive,11,2
2024-06-02 15:59:37+00:00,12,CredentialAccess,T1110;T1110.003;T1110.001,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,15,6
2024-06-05 21:30:42+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonSession,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,21,2
2024-06-07 22:27:49+00:00,6,InitialAccess,Unknown,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,22,4
2024-06-03 15:22:23+00:00,3,InitialAccess,Unknown,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,15,0
2024-06-04 21:59:12+00:00,5,InitialAccess,T1566,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,NoThreatsFound,242,BenignPositive,21,1
2024-06-07 08:51:18+00:00,4,SuspiciousActivity,Unknown,Machine,Impacted,5313,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,8,4
2024-06-08 01:41:07+00:00,11590,Exfiltration,Unknown,Mailbox,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,1,5
2024-06-10 03:45:24+00:00,5,InitialAccess,T1566,User,Impacted,153085,5,66,360606,8844,Unknown,Unknown,Unknown,242,BenignPositive,3,0
2024-06-04 13:23:57+00:00,195,Exfiltration,Unknown,Machine,Impacted,7,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,13,1
2024-05-20 10:15:30+00:00,7,InitialAccess,T1133,Machine,Impacted,318,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,10,0
2024-06-12 14:01:44+00:00,14,Exfiltration,Unknown,User,Impacted,153085,5,66,360606,6538,Unknown,Unknown,Unknown,242,BenignPositive,14,2
2024-05-26 03:22:53+00:00,95,Impact,Unknown,Ip,Related,153085,5,66,4636,453297,Unknown,Unknown,Unknown,242,FalsePositive,3,6
2024-06-14 22:24:06+00:00,5,InitialAccess,T1566,MailCluster,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,22,4
2024-06-03 19:15:17+00:00,24,CredentialAccess,T1110;T1078,Ip,Related,153085,5,66,24761,453297,Unknown,Unknown,Unknown,242,BenignPositive,19,0
2024-06-14 09:58:26+00:00,7430,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,9,4
2024-06-05 15:33:45+00:00,19,InitialAccess,T1566,Mailbox,Impacted,153085,5,66,360606,107978,Unknown,Unknown,Unknown,242,FalsePositive,15,2
2024-05-20 18:18:52+00:00,1372,Impact,Unknown,Ip,Related,153085,5,66,2832,453297,Unknown,Unknown,Unknown,242,BenignPositive,18,0
2024-05-21 10:33:30+00:00,7,InitialAccess,T1133,Machine,Impacted,962,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,10,1
2024-06-15 07:43:03+00:00,1,InitialAccess,T1566.002,Mailbox,Impacted,153085,5,66,360606,37780,Unknown,Unknown,Malicious,242,FalsePositive,7,5
2024-06-03 14:23:06+00:00,88294,Exfiltration,Unknown,User,Impacted,153085,5,66,360606,361259,Unknown,Unknown,Unknown,242,BenignPositive,14,0
2024-06-14 04:06:14+00:00,14,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,4,4
2024-06-07 03:52:03+00:00,3,InitialAccess,Unknown,User,Impacted,153085,5,66,360606,245403,Unknown,Unknown,Unknown,242,FalsePositive,3,4
2024-06-04 15:58:31+00:00,6,InitialAccess,Unknown,Ip,Related,153085,5,66,65,453297,Unknown,Unknown,Unknown,0,TruePositive,15,1
2024-06-10 15:25:10+00:00,4884,CommandAndControl,T1071;T1571,Ip,Related,153085,5,66,110789,453297,Unknown,Unknown,Unknown,242,BenignPositive,15,0
2024-06-16 20:41:00+00:00,15,InitialAccess,Unknown,CloudLogonSession,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,20,6
2024-06-06 18:54:43+00:00,421,Exfiltration,Unknown,Machine,Impacted,997,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,18,3
2024-06-13 11:09:46+00:00,5,InitialAccess,T1566,Ip,Related,153085,5,66,91912,453297,Unknown,Unknown,NoThreatsFound,242,BenignPositive,11,3
2024-06-10 19:46:18+00:00,5,InitialAccess,T1566,Mailbox,Impacted,153085,5,66,360606,60562,Unknown,Unknown,NoThreatsFound,242,BenignPositive,19,0
2024-05-31 21:18:24+00:00,35,CommandAndControl,T1046;T1030;T1071;T1071.001,Ip,Related,153085,5,66,129906,453297,Unknown,Unknown,Unknown,242,FalsePositive,21,4
2024-05-24 12:36:25+00:00,7,InitialAccess,T1133,Machine,Impacted,271,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,12,4
2024-06-04 00:51:37+00:00,3830,Exfiltration,Unknown,Machine,Impacted,1066,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,0,1
2024-06-04 09:03:20+00:00,34303,Exfiltration,Unknown,Ip,Related,153085,5,66,46994,453297,Unknown,Unknown,Unknown,242,BenignPositive,9,1
2024-06-13 12:13:24+00:00,2,CommandAndControl,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,TruePositive,12,3
2024-06-10 14:24:53+00:00,2,CommandAndControl,Unknown,Machine,Impacted,763,0,0,360606,453297,Unknown,Suspicious,Suspicious,242,FalsePositive,14,0
2024-06-12 23:49:17+00:00,1,InitialAccess,T1566.002,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,NoThreatsFound,242,BenignPositive,23,2
2024-06-16 02:59:44+00:00,1494,SuspiciousActivity,Unknown,File,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,2,6
2024-06-05 08:54:27+00:00,6,InitialAccess,Unknown,Ip,Related,153085,5,66,3,453297,Unknown,Unknown,Unknown,4,TruePositive,8,2
2024-06-08 23:26:49+00:00,1,InitialAccess,T1566.002,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,NoThreatsFound,242,TruePositive,23,5
2024-06-11 03:30:30+00:00,29,CommandAndControl,T1046;T1071;T1210,Ip,Related,153085,5,66,979,453297,Unknown,Unknown,Unknown,242,BenignPositive,3,1
2024-06-06 09:42:33+00:00,27,Exfiltration,Unknown,File,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,9,3
2024-06-13 08:56:55+00:00,62,SuspiciousActivity,Unknown,Ip,Related,153085,5,66,260038,453297,Unknown,Unknown,Unknown,242,BenignPositive,8,3
2024-06-10 20:24:20+00:00,33,Persistence,T1078;T1098,User,Impacted,153085,5,66,360606,343818,Unknown,Unknown,Unknown,242,BenignPositive,20,0
2024-06-04 18:01:59+00:00,0,InitialAccess,T1078;T1078.004,User,Impacted,153085,5,66,360606,1238,Unknown,Unknown,Unknown,242,TruePositive,18,1
2024-06-01 19:37:40+00:00,205,InitialAccess,T1078,Ip,Related,153085,5,66,164746,453297,Unknown,Unknown,Unknown,242,BenignPositive,19,5
2024-06-08 17:11:27+00:00,46,Execution,T1059.003,Process,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,17,5
2024-06-06 01:03:28+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonSession,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,1,3
2024-06-08 18:08:38+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,18,5
2024-06-08 15:55:27+00:00,12,CredentialAccess,T1110;T1110.003;T1110.001,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,15,5
2024-06-07 12:40:08+00:00,7606,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,12,4
2024-06-13 10:52:02+00:00,25,Impact,Unknown,Machine,Impacted,5520,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,10,3
2024-06-13 15:34:34+00:00,93,Execution,Unknown,User,Impacted,153085,5,66,360606,229,Unknown,Unknown,Unknown,242,BenignPositive,15,3
2024-06-11 21:32:52+00:00,3,InitialAccess,Unknown,Ip,Related,153085,5,66,76809,453297,Unknown,Unknown,Unknown,0,FalsePositive,21,1
2024-06-08 20:00:18+00:00,18,Discovery,T1087;T1087.002,User,Impacted,153085,5,66,360606,157336,Unknown,Unknown,Unknown,242,FalsePositive,20,5
2024-05-22 00:37:03+00:00,7,InitialAccess,T1133,Machine,Impacted,397,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,0,2
2024-06-05 04:50:59+00:00,1,InitialAccess,T1566.002,Mailbox,Impacted,153085,5,66,360606,15837,Unknown,Unknown,Unknown,242,BenignPositive,4,2
2024-06-10 16:52:04+00:00,109,SuspiciousActivity,Unknown,Ip,Related,153085,5,66,746,453297,Unknown,Unknown,Unknown,242,FalsePositive,16,0
2024-05-24 13:49:14+00:00,7,InitialAccess,T1133,Machine,Impacted,210,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,13,4
2024-06-07 15:31:25+00:00,6,InitialAccess,Unknown,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,15,4
2024-06-04 06:30:10+00:00,55,CommandAndControl,T1071;T1048,Ip,Related,153085,5,66,249,453297,Unknown,Unknown,Unknown,242,BenignPositive,6,1
2024-06-08 00:28:22+00:00,21,SuspiciousActivity,Unknown,CloudApplication,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,0,5
2024-06-12 03:01:11+00:00,18,Discovery,T1087;T1087.002,Machine,Related,121807,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,3,2
2024-06-04 05:24:58+00:00,42,CommandAndControl,T1568;T1008,Ip,Related,153085,5,66,3051,453297,Unknown,Unknown,Unknown,242,FalsePositive,5,1
2024-06-05 14:45:11+00:00,3,InitialAccess,Unknown,User,Impacted,153085,5,66,360606,372,Unknown,Unknown,Unknown,242,TruePositive,14,2
2024-06-05 08:42:15+00:00,13,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,8,2
2024-06-02 07:23:14+00:00,16,CommandAndControl,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,7,6
2024-06-11 03:23:02+00:00,1,InitialAccess,T1566.002,Mailbox,Impacted,153085,5,66,360606,174006,Unknown,Unknown,Unknown,242,TruePositive,3,1
2024-06-05 00:39:08+00:00,1019,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,0,2
2024-06-06 12:19:45+00:00,76,Persistence,T1078;T1098,User,Impacted,153085,5,66,360606,163627,Unknown,Unknown,Unknown,242,BenignPositive,12,3
2024-06-03 03:06:49+00:00,0,InitialAccess,T1078;T1078.004,Ip,Related,153085,5,66,10414,453297,Unknown,Unknown,Unknown,2,FalsePositive,3,0
2024-06-09 05:20:57+00:00,4,SuspiciousActivity,Unknown,User,Impacted,153085,5,66,360606,46693,Unknown,Suspicious,Suspicious,242,BenignPositive,5,6
2024-06-08 20:14:35+00:00,1,InitialAccess,T1566.002,Mailbox,Impacted,153085,5,66,360606,55552,Unknown,Unknown,Unknown,242,FalsePositive,20,5
2024-06-09 19:07:08+00:00,0,InitialAccess,T1078;T1078.004,Ip,Related,153085,5,66,5,453297,Unknown,Unknown,Unknown,0,TruePositive,19,6
2024-06-11 15:17:10+00:00,11,InitialAccess,T1566,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,BenignPositive,15,1
2024-06-10 06:19:04+00:00,330,CredentialAccess,T1110;T1110.003,User,Impacted,153085,5,66,360606,942,Unknown,Unknown,Unknown,242,TruePositive,6,0
2024-06-16 05:57:20+00:00,45,Execution,Unknown,User,Impacted,153085,5,66,360606,7780,Unknown,Unknown,Unknown,242,BenignPositive,5,6
2024-06-06 15:33:57+00:00,169,Exfiltration,Unknown,Ip,Related,153085,5,66,8,453297,Unknown,Unknown,Unknown,242,BenignPositive,15,3
2024-06-16 06:36:44+00:00,2498,Execution,Unknown,CloudApplication,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,6,6
2024-06-03 12:15:21+00:00,1,InitialAccess,T1566.002,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,12,0
2024-06-04 03:51:26+00:00,221,SuspiciousActivity,Unknown,Ip,Related,153085,5,66,1061,453297,Unknown,Unknown,Unknown,242,TruePositive,3,1
2024-06-11 15:06:55+00:00,109,SuspiciousActivity,Unknown,Ip,Related,153085,5,66,13272,453297,Unknown,Unknown,Unknown,242,FalsePositive,15,1
2024-06-10 23:43:26+00:00,288,Persistence,T1036.004;T1543.003;T1569.002;T1574.011,RegistryValue,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,TruePositive,23,0
2024-06-04 16:18:43+00:00,13,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,16,1
2024-06-06 22:52:58+00:00,62801,Exfiltration,Unknown,CloudApplication,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,22,3
2024-06-06 11:50:40+00:00,14815,Exfiltration,Unknown,File,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,11,3
2024-05-25 12:49:10+00:00,10,Impact,Unknown,Ip,Related,153085,5,66,2809,453297,Unknown,Unknown,Unknown,242,BenignPositive,12,5
2024-06-07 01:54:34+00:00,3,InitialAccess,Unknown,Ip,Related,153085,5,66,298,453297,Unknown,Unknown,Unknown,9,TruePositive,1,4
2024-06-04 07:20:15+00:00,38493,Exfiltration,Unknown,Ip,Related,153085,5,66,4521,453297,Unknown,Unknown,Unknown,242,FalsePositive,7,1
2024-06-03 13:08:19+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,13,0
2024-06-04 04:52:14+00:00,6,InitialAccess,Unknown,User,Impacted,153085,5,66,360606,6629,Unknown,Unknown,Unknown,242,TruePositive,4,1
2024-06-14 13:06:53+00:00,114,UnwantedSoftware,Unknown,File,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,13,4
2024-06-16 06:29:35+00:00,11,InitialAccess,T1566,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,NoThreatsFound,242,TruePositive,6,6
2024-06-06 19:37:13+00:00,7746,Exfiltration,Unknown,File,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,19,3
2024-06-11 05:19:04+00:00,34,SuspiciousActivity,Unknown,User,Impacted,153085,5,66,360606,271,Unknown,Unknown,Unknown,242,TruePositive,5,1
2024-06-13 11:21:25+00:00,2,CommandAndControl,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,FalsePositive,11,3
2024-06-13 16:08:52+00:00,2,CommandAndControl,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,16,3
2024-06-11 08:21:14+00:00,1,InitialAccess,T1566.002,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,BenignPositive,8,1
2024-06-09 17:52:59+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,17,6
2024-06-12 17:32:22+00:00,3,InitialAccess,Unknown,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,17,2
2024-06-01 05:41:21+00:00,67,Impact,Unknown,Ip,Related,153085,5,66,4746,453297,Unknown,Unknown,Unknown,242,FalsePositive,5,5
2024-06-07 22:18:03+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,22,4
2024-06-07 17:32:15+00:00,6440,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,17,4
2024-06-03 07:29:28+00:00,1,InitialAccess,T1566.002,User,Impacted,153085,5,66,360606,159364,Unknown,Unknown,Unknown,242,BenignPositive,7,0
2024-06-06 15:40:56+00:00,2,CommandAndControl,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,FalsePositive,15,3
2024-06-03 10:47:03+00:00,1,InitialAccess,T1566.002,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,NoThreatsFound,242,BenignPositive,10,0
2024-06-06 22:38:51+00:00,50,SuspiciousActivity,Unknown,Ip,Related,153085,5,66,51298,453297,Unknown,Unknown,Unknown,242,BenignPositive,22,3
2024-06-04 12:17:16+00:00,207,InitialAccess,T1566.002,User,Impacted,153085,5,66,360606,28652,Unknown,Unknown,Unknown,242,BenignPositive,12,1
2024-06-06 21:21:04+00:00,0,InitialAccess,T1078;T1078.004,Ip,Related,153085,5,66,93,453297,Unknown,Unknown,Unknown,0,TruePositive,21,3
2024-06-15 23:41:09+00:00,1,InitialAccess,T1566.002,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,BenignPositive,23,5
2024-06-14 10:25:50+00:00,11,InitialAccess,T1566,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,10,4
2024-06-03 21:53:10+00:00,46,Execution,T1027.002;T1027.005;T1059.003;T1105,Process,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,21,0
2024-06-06 20:12:01+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,20,3
2024-06-04 15:23:08+00:00,50,SuspiciousActivity,Unknown,CloudApplication,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,15,1
2024-06-15 00:16:10+00:00,9129,CommandAndControl,T1059;T1203;T1559;T1106;T1053;T1129;T1072;T1569;T1204;T1047;T1071;T1092;T1132;T1001;T1568;T1008;T1105;T1104;T1095;T1571;T1572;T1090;T1219;T1205;T1102;T1548;T1134;T1197;T1612;T1140;T1610;T1006;T1484;T1211;T1564;T1574;T1562;T1070;T1202;T1036;T1556;T1112;T1601;T1027;T1542;T1055;T1207;T1218;T1216;T1553;T1221;T1127;T1550;T1078;T1497;T1600;T1220;T1210;T1563;T1021;T1091,User,Impacted,153085,5,66,360606,13380,Unknown,Unknown,Unknown,242,BenignPositive,0,5
2024-05-30 11:08:47+00:00,7,InitialAccess,T1133,Machine,Impacted,235,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,11,3
2024-06-08 03:24:25+00:00,6,InitialAccess,Unknown,User,Impacted,153085,5,66,360606,1991,Unknown,Unknown,Unknown,242,TruePositive,3,5
2024-06-06 06:32:53+00:00,34,SuspiciousActivity,Unknown,User,Impacted,153085,5,66,360606,2200,Unknown,Unknown,Unknown,242,TruePositive,6,3
2024-06-11 08:08:30+00:00,1,InitialAccess,T1566.002,Mailbox,Impacted,153085,5,66,360606,68740,Unknown,Unknown,NoThreatsFound,242,TruePositive,8,1
2024-06-01 00:15:31+00:00,1360,Impact,Unknown,Ip,Related,153085,5,66,252960,453297,Unknown,Unknown,Unknown,242,BenignPositive,0,5
2024-06-02 12:06:17+00:00,58,Impact,Unknown,Ip,Related,153085,5,66,13899,453297,Unknown,Unknown,Unknown,242,BenignPositive,12,6
2024-05-28 16:03:49+00:00,7,InitialAccess,T1133,Machine,Impacted,778,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,16,1
2024-06-15 19:08:02+00:00,1,InitialAccess,T1566.002,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,NoThreatsFound,242,BenignPositive,19,5
2024-06-10 17:24:32+00:00,2,CommandAndControl,Unknown,Process,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,17,0
2024-06-04 18:31:29+00:00,2,CommandAndControl,Unknown,Process,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,18,1
2024-06-04 21:27:55+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonSession,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,21,1
2024-06-14 18:34:39+00:00,5,InitialAccess,T1566,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,NoThreatsFound,242,BenignPositive,18,4
2024-06-11 20:19:58+00:00,62098,Exfiltration,Unknown,User,Impacted,153085,5,66,360606,87159,Unknown,Unknown,Unknown,242,BenignPositive,20,1
2024-06-08 04:38:00+00:00,2,CommandAndControl,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,4,5
2024-06-13 21:53:12+00:00,202,SuspiciousActivity,Unknown,AzureResource,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,21,3
2024-06-03 21:00:51+00:00,0,InitialAccess,T1078;T1078.004,Ip,Related,153085,5,66,205,453297,Unknown,Unknown,Unknown,4,TruePositive,21,0
2024-06-04 13:21:01+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,13,1
2024-05-22 00:48:48+00:00,20,Impact,Unknown,Ip,Related,153085,5,66,1388,453297,Unknown,Unknown,Unknown,242,TruePositive,0,2
2024-06-04 11:32:05+00:00,0,InitialAccess,T1078;T1078.004,Ip,Related,153085,5,66,406,453297,Unknown,Unknown,Unknown,1,TruePositive,11,1
2024-05-30 11:17:23+00:00,10,Impact,Unknown,Ip,Related,153085,5,66,1777,453297,Unknown,Unknown,Unknown,242,FalsePositive,11,3
2024-06-12 13:36:41+00:00,307,InitialAccess,Unknown,Mailbox,Impacted,153085,5,66,360606,9853,Unknown,Unknown,Unknown,242,FalsePositive,13,2
2024-06-03 17:42:03+00:00,23866,Exfiltration,Unknown,User,Impacted,153085,5,66,360606,7848,Unknown,Unknown,Unknown,242,BenignPositive,17,0
2024-06-04 14:01:59+00:00,2,CommandAndControl,Unknown,User,Impacted,153085,5,66,360606,273001,Unknown,Suspicious,Suspicious,242,BenignPositive,14,1
2024-06-16 12:12:58+00:00,2,CommandAndControl,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,12,6
2024-06-11 16:43:47+00:00,3,InitialAccess,Unknown,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,16,1
2024-06-09 13:51:39+00:00,6,InitialAccess,Unknown,Ip,Related,153085,5,66,70,453297,Unknown,Unknown,Unknown,0,TruePositive,13,6
2024-06-11 09:48:30+00:00,0,InitialAccess,T1078;T1078.004,Ip,Related,153085,5,66,35713,453297,Unknown,Unknown,Unknown,8,FalsePositive,9,1
2024-06-08 04:16:48+00:00,4,SuspiciousActivity,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,4,5
2024-06-15 02:50:33+00:00,11,InitialAccess,T1566,MailCluster,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,TruePositive,2,5
2024-06-06 14:28:40+00:00,8,InitialAccess,T1566.001,MailCluster,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,TruePositive,14,3
2024-06-15 22:02:35+00:00,1,InitialAccess,T1566.002,MailCluster,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,BenignPositive,22,5
2024-06-04 17:54:55+00:00,12874,Exfiltration,Unknown,File,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,17,1
2024-06-10 01:44:46+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,1,0
2024-06-13 00:08:46+00:00,4,SuspiciousActivity,Unknown,Process,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,TruePositive,0,3
2024-05-22 04:09:07+00:00,676,Impact,Unknown,Ip,Related,153085,5,66,295,453297,Unknown,Unknown,Unknown,242,BenignPositive,4,2
2024-06-13 11:57:34+00:00,133,SuspiciousActivity,Unknown,User,Impacted,153085,5,66,360606,16100,Unknown,Suspicious,Suspicious,242,BenignPositive,11,3
2024-05-30 09:41:06+00:00,1378,Impact,Unknown,Ip,Related,153085,5,66,8316,453297,Unknown,Unknown,Unknown,242,FalsePositive,9,3
2024-06-16 15:32:38+00:00,1,InitialAccess,T1566.002,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,NoThreatsFound,242,BenignPositive,15,6
2024-06-14 08:18:59+00:00,0,InitialAccess,T1078;T1078.004,Ip,Related,153085,5,66,84457,453297,Unknown,Unknown,Unknown,0,TruePositive,8,4
2024-06-14 21:34:26+00:00,30,InitialAccess,T1566.002,Mailbox,Impacted,153085,5,66,360606,12866,Unknown,Unknown,NoThreatsFound,242,TruePositive,21,4
